time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,2.0000,0.0000,0.0000,7.9382,2.0000,0.2000
0.100,2.0000,-0.2730,0.7911,7.2160,2.2730,0.4273
0.200,2.0000,0.3304,1.4687,5.1848,1.6696,0.5943
0.300,2.0000,0.8685,1.9718,4.1519,1.1315,0.7074
0.400,2.0000,1.7760,2.2983,2.0121,0.2240,0.7298
0.500,2.0000,0.7903,2.4154,5.7465,1.2097,0.8508
0.600,2.0000,1.8639,2.9020,1.8892,0.1361,0.8644
0.700,2.0000,0.0638,2.9885,8.0617,1.9362,1.0580
0.800,2.0000,1.1115,3.7798,3.6540,0.8885,1.1469
0.900,2.0000,0.1627,4.1236,7.2619,1.8373,1.3306
1.000,2.0000,1.4266,4.8181,2.9023,0.5734,1.3879
1.100,2.0000,0.2783,5.0310,7.3256,1.7217,1.5601
1.200,2.0000,1.8691,5.7049,1.8456,0.1309,1.5732
1.300,2.0000,0.8640,5.7505,6.0740,1.1360,1.6868
1.400,2.0000,0.4642,6.3363,6.6112,1.5358,1.8404
1.500,2.0000,1.8721,6.8988,2.1274,0.1279,1.8532
1.600,2.0000,1.1994,6.9567,5.2598,0.8006,1.9332
1.700,2.0000,0.4069,7.3998,7.2076,1.5931,2.0926
1.800,2.0000,1.5754,8.0209,3.1375,0.4246,2.1350
1.900,2.0000,1.1608,8.1972,5.2966,0.8392,2.2189
2.000,2.0000,0.7214,8.6320,6.3906,1.2786,2.3468
2.100,2.0000,0.1385,9.2256,7.8113,1.8615,2.5329
2.200,2.0000,1.8441,9.9104,2.3422,0.1559,2.5485
2.300,2.0000,1.9409,9.9555,3.4267,0.0591,2.5544
2.400,2.0000,2.1068,10.0963,3.1415,-0.1068,2.5651
2.500,2.0000,2.3145,10.1897,2.6739,-0.3145,2.5966
2.600,2.0000,2.5439,10.2144,2.1599,-0.5439,2.6510
2.700,2.0000,2.7725,10.1646,1.6548,-0.7725,2.7282
2.800,2.0000,2.9787,10.0423,1.2040,-0.9787,2.8261
2.900,2.0000,3.1440,9.8563,0.8438,-1.1440,2.9405
3.000,2.0000,3.2547,9.6203,0.6005,-1.2547,3.0660
3.100,2.0000,3.3023,9.3520,0.4892,-1.3023,3.1962
3.200,2.0000,3.2838,9.0711,0.5147,-1.2838,3.3246
3.300,2.0000,3.2012,8.7978,0.6723,-1.2012,3.4447
3.400,2.0000,3.0602,8.5514,0.9495,-1.0602,3.5507
3.500,2.0000,2.8698,8.3494,1.3284,-0.8698,3.6377
3.600,2.0000,2.6408,8.2064,1.7878,-0.6408,3.7018
3.700,2.0000,2.3843,8.1336,2.3061,-0.3843,3.7402
3.800,2.0000,2.1112,8.1392,2.8635,-0.1112,3.7513
3.900,2.0000,1.8302,8.2283,3.4443,0.1698,3.7683
4.000,2.0000,1.5477,8.4037,4.0388,0.4523,3.8135
4.100,2.0000,1.2660,8.6668,4.6457,0.7340,3.8869
4.200,2.0000,0.9819,9.0188,5.2772,1.0181,3.9887
4.300,2.0000,0.6809,9.4630,5.9738,1.3191,4.1207
4.400,2.0000,0.3169,10.0094,6.8614,1.6831,4.2890
4.500,2.0000,0.8555,10.6849,5.0377,1.1445,4.4034
4.600,2.0000,0.9598,11.0991,5.2123,1.0402,4.5074
4.700,2.0000,1.2432,11.5118,4.5573,0.7568,4.5831
4.800,2.0000,1.7097,11.8215,3.4629,0.2903,4.6121
4.900,2.0000,2.3023,11.9682,2.1288,-0.3023,4.6424
5.000,2.0000,2.9308,11.9196,0.7713,-0.9308,4.7355
5.100,2.0267,3.5142,11.6742,-0.3434,-1.4875,4.8842
5.200,2.0533,3.9980,11.2634,-1.2518,-1.9447,5.0787
5.300,2.0800,4.3461,10.7200,-1.8717,-2.2661,5.3053
5.400,2.1067,4.5391,10.0873,-2.1707,-2.4325,5.5485
