time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,2.0000,0.0000,0.0000,7.0000,2.0000,0.2000
0.100,2.0000,-0.2945,0.6982,7.5299,2.2945,0.4294
0.200,2.0000,0.2894,1.4105,6.2219,1.7106,0.6005
0.300,2.0000,0.8373,2.0213,5.0037,1.1627,0.7168
0.400,2.0000,1.7883,2.4343,2.8821,0.2117,0.7380
0.500,2.0000,0.8850,2.6334,4.6748,1.1150,0.8495
0.600,2.0000,1.3578,3.0330,3.6451,0.6422,0.9137
0.700,2.0000,0.3865,3.3529,5.7131,1.6135,1.0750
0.800,2.0000,1.4911,3.8762,3.3646,0.5089,1.1259
0.900,2.0000,0.8831,4.1394,4.7660,1.1169,1.2376
1.000,2.0000,1.1772,4.5171,4.1193,0.8228,1.3199
1.100,2.0000,0.5663,4.8860,5.4314,1.4337,1.4633
1.200,2.0000,2.2169,5.3378,2.0463,-0.2169,1.4850
1.300,2.0000,1.2130,5.3693,4.3094,0.7870,1.5637
1.400,2.0000,0.9191,5.7396,4.9181,1.0809,1.6717
1.500,2.0000,0.5120,6.2046,5.6400,1.4880,1.8205
1.600,2.0000,2.0473,6.6706,2.4454,-0.0473,1.8253
1.700,2.0000,1.3687,6.7433,4.1412,0.6313,1.8884
1.800,2.0000,0.5567,7.0588,5.7721,1.4433,2.0327
1.900,2.0000,0.1559,7.6040,6.4291,1.8441,2.2171
2.000,2.0000,2.0874,8.1725,2.3226,-0.0874,2.2259
2.100,2.0000,1.7892,8.2106,3.2558,0.2108,2.2470
2.200,2.0000,1.4855,8.3723,4.0007,0.5145,2.2984
2.300,2.0000,1.1743,8.6391,4.6475,0.8257,2.3810
2.400,2.0000,0.8399,9.0027,5.1845,1.1601,2.4970
2.500,2.0000,0.4263,9.4566,5.8589,1.5737,2.6544
2.600,2.0000,0.8356,10.0291,4.8524,1.1644,2.7708
2.700,2.0000,0.7234,10.4366,5.0177,1.2766,2.8985
2.800,2.0000,0.6634,10.8696,5.0950,1.3366,3.0321
2.900,2.0000,0.6954,11.3122,4.9944,1.3046,3.1626
3.000,2.0000,0.8816,11.7344,4.5825,1.1184,3.2744
3.100,2.0000,1.2765,12.0867,3.7813,0.7235,3.3468
3.200,2.0000,1.8668,12.3093,2.7114,0.1332,3.3601
3.300,2.0000,2.5662,12.3595,1.6984,-0.5662,3.4167
3.400,2.0000,3.2804,12.2370,0.4085,-1.2804,3.5447
3.500,2.0000,3.9238,11.9171,-0.8921,-1.9238,3.7371
3.600,2.0000,4.4361,11.4088,-2.3634,-2.4361,3.9807
3.700,2.0000,4.7652,10.7111,-3.6846,-2.7652,4.2573
3.800,2.0000,4.8765,9.8589,-4.7234,-2.8765,4.5449
3.900,2.0000,4.7516,8.9033,-4.7398,-2.7516,4.8201
4.000,2.0000,4.4120,7.9694,-4.1328,-2.4120,5.0613
4.100,2.0000,3.8901,7.1395,-3.0970,-1.8901,5.2503
4.200,2.0000,3.2235,6.4727,-1.8966,-1.2235,5.3726
4.300,2.0000,2.4393,5.9987,-0.7939,-0.4393,5.4166
4.400,2.0000,1.5223,5.7196,1.0600,0.4777,5.4643
4.500,2.0000,0.3360,5.7281,4.1853,1.6640,5.6307
4.600,2.0000,2.0211,6.0771,1.0925,-0.0211,5.6328
4.700,2.0000,1.1251,6.0273,3.1874,0.8749,5.7203
4.800,2.0000,0.9196,6.2900,4.0191,1.0804,5.8284
4.900,2.0000,0.6560,6.6585,4.7657,1.3440,5.9628
5.000,2.0000,0.8566,7.0647,4.4283,1.1434,6.0771
5.100,2.0267,0.8212,7.4706,4.6474,1.2055,6.1977
5.200,2.0533,0.9020,7.8968,4.6028,1.1514,6.3128
5.300,2.0800,0.1465,8.3012,6.3256,1.9335,6.5061
5.400,2.1067,1.5114,8.8515,3.5803,0.5953,6.5657
5.500,2.1333,1.3176,9.0681,4.1460,0.8157,6.6473
5.600,2.1600,1.1424,9.3598,4.6689,1.0176,6.7490
5.700,2.1867,0.9989,9.7198,5.0567,1.1878,6.8678
