time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,0.0000,0.0000,0.0000,0.0468,0.0000,0.0000
0.100,0.0000,-0.0216,-0.0144,0.1835,0.0216,0.0022
0.200,0.0000,-0.2687,-0.0104,5.1397,0.2687,0.0290
0.300,0.0000,0.0424,0.4731,-4.2160,-0.0424,0.0333
0.400,0.0000,0.0114,0.0844,-0.0832,-0.0114,0.0344
0.500,0.0000,0.4543,0.0768,-11.0224,-0.4543,0.0798
0.600,0.0000,-0.0112,-1.0083,5.9497,0.0112,0.0810
0.700,0.0000,-0.4547,-0.4128,13.0581,0.4547,0.1264
0.800,0.0000,0.0096,0.8763,-4.5521,-0.0096,0.1274
0.900,0.0000,0.5095,0.4175,-13.8252,-0.5095,0.1783
1.000,0.0000,0.0365,-0.9539,3.1312,-0.0365,0.1820
1.100,0.0000,-0.0062,-0.6071,4.3633,0.0062,0.1826
1.200,0.0000,-0.5076,-0.1656,14.0712,0.5076,0.2334
1.300,0.0000,0.0421,1.2264,-9.0107,-0.0421,0.2376
1.400,0.0000,0.0066,0.3574,-2.0391,-0.0066,0.2382
1.500,0.0000,0.5346,0.1476,-11.9232,-0.5346,0.2917
1.600,0.0000,0.0823,-1.0368,5.0359,-0.0823,0.2999
1.700,0.0000,-0.1015,-0.4890,4.8778,0.1015,0.3101
1.800,0.0000,0.1249,-0.0446,-3.1345,-0.1249,0.3226
1.900,0.0000,-0.1687,-0.3130,5.9474,0.1687,0.3394
2.000,0.0000,0.1399,0.2409,-4.9527,-0.1399,0.3534
2.100,0.0000,-0.1544,-0.2111,4.1046,0.1544,0.3689
2.200,0.0000,0.1077,0.1590,-4.0869,-0.1077,0.3796
2.300,0.0000,-0.1725,-0.2039,4.5102,0.1725,0.3969
2.400,0.0000,0.1020,0.2081,-3.4592,-0.1020,0.4071
2.500,0.0000,-0.1371,-0.0936,3.6605,0.1371,0.4208
2.600,0.0000,0.1413,0.2294,-5.4853,-0.1413,0.4349
2.700,0.0000,-0.1781,-0.2748,4.2739,0.1781,0.4527
2.800,0.0000,0.0661,0.1156,-2.8107,-0.0661,0.4594
2.900,0.0000,-0.1171,-0.1226,2.7208,0.1171,0.4711
3.000,0.0000,0.1162,0.1066,-3.7653,-0.1162,0.4827
3.100,0.0000,-0.1652,-0.2248,6.3637,0.1652,0.4992
3.200,0.0000,0.1849,0.3684,-5.2696,-0.1849,0.5177
3.300,0.0000,-0.0746,-0.1217,1.8648,0.0746,0.5252
3.400,0.0000,0.0885,0.0227,-1.7869,-0.0885,0.5340
3.500,0.0000,-0.1181,-0.1122,4.0969,0.1181,0.5458
3.600,0.0000,0.1760,0.2520,-4.1888,-0.1760,0.5634
3.700,0.0000,-0.0713,-0.1296,0.3663,0.0713,0.5705
3.800,0.0000,0.0189,-0.1318,0.4241,-0.0189,0.5724
3.900,0.0000,0.2931,-0.0771,-6.1277,-0.2931,0.6018
4.000,0.0000,-0.0721,-0.6596,5.6026,0.0721,0.6090
4.100,0.0000,0.1046,-0.1414,-2.6403,-0.1046,0.6194
4.200,0.0000,-0.1909,-0.3585,6.3993,0.1909,0.6385
4.300,0.0000,0.1163,0.2432,-2.2975,-0.1163,0.6501
4.400,0.0000,-0.0681,0.0540,2.5017,0.0681,0.6570
4.500,0.0000,0.1517,0.2594,-6.7038,-0.1517,0.6721
4.600,0.0000,-0.2084,-0.3660,6.3499,0.2084,0.6930
4.700,0.0000,0.0876,0.2331,-3.0315,-0.0876,0.7017
4.800,0.0000,-0.1163,-0.0265,2.9724,0.1163,0.7134
4.900,0.0000,0.1523,0.2261,-5.8139,-0.1523,0.7286
5.000,4.0000,-0.1787,-0.3116,25.0000,4.1787,1.1465
5.100,4.0000,0.9314,2.1125,25.0000,3.0686,1.4533
5.200,4.0000,0.3859,4.5945,25.0000,3.6141,1.8147
5.300,4.0000,1.7060,6.9931,11.3140,2.2940,2.0441
5.400,4.0000,1.4105,7.9700,6.8508,2.5895,2.3031
5.500,4.0000,1.0907,8.5302,-0.0357,2.9093,2.5940
5.600,4.0000,0.4477,8.4467,10.2390,3.5523,2.9492
5.700,4.0000,0.8181,9.4579,-3.1882,3.1819,3.2674
5.800,4.0000,0.1140,9.0887,3.1815,3.8860,3.6560
5.900,4.0000,1.5495,9.3237,-9.7062,2.4505,3.9011
6.000,4.0000,0.9083,8.2263,6.7337,3.0917,4.2102
6.100,4.0000,0.3805,8.8337,2.6077,3.6195,4.5722
6.200,4.0000,0.6546,9.0413,1.3222,3.3454,4.9067
6.300,4.0000,0.9144,9.1429,-1.9863,3.0856,5.2153
6.400,4.0000,0.2307,8.8827,4.0117,3.7693,5.5922
6.500,4.0000,1.7144,9.1871,-8.2740,2.2856,5.8208
6.600,4.0000,1.1526,8.2133,7.4474,2.8474,6.1055
6.700,4.0000,0.8157,8.8596,3.1364,3.1843,6.4239
6.800,4.0000,0.2238,9.1184,3.9029,3.7762,6.8016
6.900,4.0000,1.7674,9.4099,-15.3291,2.2326,7.0248
7.000,4.0000,0.9708,7.7350,13.9985,3.0292,7.3277
7.100,4.0000,0.7017,9.0526,3.9370,3.2983,7.6576
7.200,4.0000,0.1170,9.4028,-1.0265,3.8830,8.0459
7.300,4.0000,1.5017,9.2208,-2.7629,2.4983,8.2957
7.400,4.0000,1.1259,8.8114,1.2911,2.8741,8.5831
7.500,4.0000,0.6560,8.8496,1.8090,3.3440,8.9175
7.600,4.0000,0.8773,9.0015,2.9455,3.1227,9.2298
7.700,4.0000,0.3772,9.2312,5.5881,3.6228,9.5921
7.800,4.0000,0.8007,9.7812,-4.9418,3.1993,9.9120
7.900,4.0000,0.1329,9.2381,3.1192,3.8671,10.2987
8.000,4.0000,1.6137,9.4632,-12.6259,2.3863,10.5373
8.100,4.0000,0.9023,8.0702,7.5789,3.0977,10.8471
8.200,4.0000,0.3630,8.7634,3.4566,3.6370,11.2108
8.300,4.0000,1.1531,9.0329,0.5983,2.8469,11.4955
8.400,4.0000,0.7306,8.9968,1.3491,3.2694,11.8224
8.500,4.0000,0.5138,9.0906,4.6542,3.4862,12.1711
8.600,4.0000,0.8070,9.5385,-2.7093,3.1930,12.4904
8.700,4.0000,0.1250,9.2165,7.2319,3.8750,12.8778
8.800,4.0000,1.7951,9.8460,-17.6462,2.2049,13.0983
8.900,4.0000,1.0215,7.9351,4.6447,2.9785,13.3962
9.000,4.0000,0.3804,8.3271,13.2461,3.6196,13.7581
9.100,4.0000,0.8255,9.6426,0.5856,3.1745,14.0756
9.200,4.0000,0.3668,9.6390,-1.3292,3.6332,14.4389
9.300,4.0000,1.1893,9.4765,-2.1518,2.8107,14.7200
9.400,4.0000,0.7845,9.1606,-1.1197,3.2155,15.0415
9.500,4.0000,0.2537,9.0028,7.6402,3.7463,15.4162
9.600,4.0000,1.9139,9.6607,-14.5666,2.0861,15.6248
9.700,4.0000,1.2554,8.0413,2.2131,2.7446,15.8992
9.800,4.0000,0.6736,8.1642,10.7240,3.3264,16.2319
9.900,4.0000,0.1216,9.1956,4.2713,3.8784,16.6197
10.000,4.0000,1.6418,9.5354,-11.9637,2.3582,16.8555
10.100,4.0000,0.9891,8.2032,3.2216,3.0109,17.1566
10.200,4.0000,0.3352,8.4564,7.4420,3.6648,17.5231
10.300,4.0000,1.5638,9.1069,-6.5876,2.4362,17.7667
10.400,4.0000,1.0082,8.3166,5.7549,2.9918,18.0659
