time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.000,4.0000,0.0000,0.0000,1.0367,4.0000,0.4000
5.100,4.0000,0.3342,0.0692,1.6475,3.6658,0.7666
5.200,4.0000,0.3536,0.2425,2.0762,3.6464,1.1312
5.300,4.0000,0.4449,0.4532,2.4753,3.5551,1.4867
5.400,4.0000,0.6492,0.6887,2.8695,3.3508,1.8218
5.500,4.0000,1.0290,0.9340,3.1430,2.9710,2.1189
5.600,4.0000,1.5249,1.1629,3.1399,2.4751,2.3664
5.700,4.0000,0.0556,1.4386,4.1242,3.9444,2.7609
5.800,4.0000,0.5542,1.8612,5.4782,3.4458,3.1054
5.900,4.0000,1.3243,2.3592,6.4895,2.6757,3.3730
6.000,4.0000,0.2517,2.9719,7.9630,3.7483,3.7478
6.100,4.0000,1.2775,3.7384,8.9752,2.7225,4.0201
6.200,4.0000,0.7571,4.5803,9.9969,3.2429,4.3444
6.300,4.0000,1.1761,5.4891,10.7348,2.8239,4.6268
6.400,4.0000,0.1813,6.4917,11.9915,3.8187,5.0086
6.500,4.0000,2.1945,7.6171,12.2039,1.8055,5.1892
6.600,4.0000,2.1738,8.6210,11.8103,1.8262,5.3718
6.700,4.0000,2.3779,9.5764,11.0851,1.6221,5.5340
6.800,4.0000,2.7964,10.4281,10.1240,1.2036,5.6544
6.900,4.0000,3.3920,11.1326,8.8939,0.6080,5.7152
7.000,4.0000,4.1049,11.6481,7.3113,-0.1049,5.7256
7.100,4.0000,4.8630,11.9313,5.3190,-0.8630,5.8119
7.200,4.0000,5.5888,11.9405,2.9397,-1.5888,5.9708
7.300,4.0000,6.2031,11.6442,0.3006,-2.2031,6.1911
7.400,4.0000,6.6290,11.0314,-2.3697,-2.6290,6.4540
7.500,4.0000,6.8002,10.1212,-4.7670,-2.8002,6.7341
7.600,4.0000,6.6687,8.9689,-6.5541,-2.6687,7.0009
7.700,4.0000,6.2136,7.6670,-7.4113,-2.2136,7.2223
7.800,4.0000,5.4470,6.3404,-7.0872,-1.4470,7.3670
7.900,4.0000,4.4161,5.1364,-5.4427,-0.4161,7.4086
8.000,4.0000,3.1945,4.2098,-2.4762,0.8055,7.4891
8.100,4.0000,1.8469,3.7083,1.6906,2.1531,7.7045
8.200,4.0000,0.2556,3.7667,6.9695,3.7444,8.0789
